,Unnamed: 0,text,title,label
57,57,sadhvi pragya thakur accus 2008 malegaon bomb blast maharasthtra she arrest 2008 grant bail bombay high court 2017 she recent court controversi make colour remark hemant karkar mumbai anti terror squad at chief die fight terrorist 26 11 attack mumbai 2008 she also rais eyebrow said regular consumpt gau mutra cow urin cure breast cancer,sadhvi pragya thakur accus 2008 malegaon bomb blast maharasthtra she arrest 2008 grant bail bombay high court 2017 she recent court controversi make colour remark hemant karkar mumbai anti terror squad at chief die fight terrorist 26 11 attack mumbai 2008 she also rais eyebrow said regular consumpt gau mutra cow urin cure breast cancer,0
58,58,kanhaiya speak politician project savior muslim commun It context advis muslim oppos leader urg press candid speak educ job,kanhaiya speak politician project savior muslim commun It context advis muslim oppos leader urg press candid speak educ job,0
59,59,A two year old video gujarat show three men brutal assault man middl street viral mislead caption claim bharatiya janata parti worker thrash dalit youth travel fanci car,A two year old video gujarat show three men brutal assault man middl street viral mislead caption claim bharatiya janata parti worker thrash dalit youth travel fanci car,1
60,60,meteorolog depart odisha issu red alert tuesday seventeen district odhisha bishnupada sethi special relief commission state cyclon fani probabl destin caus huge damag build hous across odisha moreov may disrupt road rail link sever place other report state storm fani predict cross odisha coast chandbali gopalpur around friday afternoon the expect speed wind around 175 185 kmph even rise speed 205 kmph,extrem sever fani like hit odisha,0
61,61,sushma pompeo let iran oil import continu mid gener elect be largest democraci world india go long poll process year henc extern affair minist sushma swaraj spoke india econom polit condit mike pompeo US counterpart saturday she request flexibl US sanction import iranian oil india the trump administr declin extend waiver sanction earlier grant india As gener elect current go countri relax regard allow newli form central govern take final call issu may 23 2019,sushma pompeo let iran oil import continu mid gener elect,0
62,62,cyclon fani take shape indian ocean southeast bay bengal expect intensifi sever cyclon storm per indian meteorolog depart fishermen live along coast andhra pradesh tamil nadu puducherri avoid risk ventur sea water till storm blown heavi rain strong wind expect across kerala next 48 hour high sea wave 1 5 2 2 metr height may also rise near kerala lakshadweep coast the cyclon expect take northwest direct till may 1 thereaft chang direct northeast the impact odisha clear yet,cyclon fani assum sever proport,0
63,63,kerala often dub god countri wit devast flood due unusu high rainfal monsoon season It worst flood kerala nearli centuri nearli 500 peopl die million evacu mainli chengannur pandanad edanad aranmula kozhencherri ayiroor ranni pandalam kuttanad aluva chalakudi N paravur chendamangalam eloor place vypin island place palakkad about one sixth total popul kerala directli affect flood relat incid It worst flood kerala great flood 1924,kerala often dub god countri wit devast flood due unusu high rainfal monsoon season It worst flood kerala nearli centuri nearli 500 peopl die million evacu mainli chengannur pandanad edanad aranmula kozhencherri ayiroor ranni pandalam kuttanad aluva chalakudi N paravur chendamangalam eloor place vypin island place palakkad about one sixth total popul kerala directli affect flood relat incid It worst flood kerala great flood 1924,0
64,64,PM narendra modi octob unveil sardar patel statu uniti bank river narmada gujarat kevadiya address nation inaugur modi said day rememb histori india tout world tallest statu project complet record 33 month the statu built use 70 000 tonn cement 18 500 tonn reinforc steel 6 000 tonn structur steel 1 700 metric tonn bronz,PM narendra modi octob unveil sardar patel statu uniti bank river narmada gujarat kevadiya address nation inaugur modi said day rememb histori india tout world tallest statu project complet record 33 month the statu built use 70 000 tonn cement 18 500 tonn reinforc steel 6 000 tonn structur steel 1 700 metric tonn bronz,0
65,65,suprem court ban arnab goswami creat nois pollut court decid ban crack mouth arnab goswami televis anchor republ TV support right life peopl across age genr arnab voic harm kind pollut includ pollut creat firecrack We got public litig appeal wife pipi goswami whose hear capac deterior alarm 10 level while sampl suggest intens hurt creat arnab unbear voic benefit public right life decid put complet uncondit ban arnab goswami voic SC judgment read,arnab ban,1
66,66,after padmavati sanjay leela bhansali To direct doremon love stori,after padmavati sanjay leela bhansali To direct doremon love stori,1
67,67,after ban On firecrack suprem court judg environmentalist To stop use car and vehicl suprem court judg reciproc decis also order stop use person vehicl car judg decid use bicycl immedi help reduc pollut substanti judg also ask parent three kid appeal firecrack diwali festiv start use bicycl walk till last mile the suprem court decis also appli environmentalist liber alway cri hindu festiv pollut creat one support environ We stop use vehicl creat pollut said suprem court judg A K sikri gave judgment firecrack We also appeal parent three victim kid stop use vehicl start bicycl If afford walk would better health and environmentalist ask us ban firecrack diwali thing appli stop use posh car vehicl,after ban On firecrack suprem court judg environmentalist To stop use car and vehicl,1
68,68,winterfel suffer lot complet statehood arvind kejriw kejriw habit come sensat statement said winterfel suffer lot complet statehood He warn delhi would suffer voter must bring aap govern make sure delhi get full statehood welcom madra high court observ puducherri L G kiran bedi cannot interfer day day affair elect govern union territori aam aadmi parti press demand full statehood battl winterfel gave gratifi end game throne longest run stori So mani charact die late arya attack night king kill kejriw want delhi far away possibl attack outsid case winterfel whitewalk kejriw promis soon delhi get full statehood tri build big wall cannot broken even night king enemi It interest see voter buy idea Mr kejriw,winterfel suffer lot complet statehood arvind kejriw,1
69,69,kota institut start pre birth iit prep cours pregnant women enrol over past coupl decad town chang industri powerhous educ hub kota everi year thousand aspir mind descend studi crack variou entranc exam kota town bright young spark come dazzl futur eye and institut also believ would better give kid head start prepar A famou coach center name srivastav class run Mr shwetank srivastava start pre birth class kid yet born educ mother the enrol touch record number one day announc more pregnant women reach kota want give head start iit prepar kid and competit tough number seat less govern also promis support new initi kota institut make mandatori citi also follow the pre birth class also charg premium great servic everyon would will pay,kota institut start pre birth iit prep cours pregnant women enrol,1
70,70,dark around winterfel expos PM modi claim 100 electrif congress the great war winterfel live triumph dead howev much focu war dark around winterfel winterfel battl there hardli light local reli magic fire witch see anyth main opposit parti congress highlight target bjp narendra modi poor electr suppli north address press confer congress spokesperson randeep surjewala said modi Ji keep talk 100 electr coverag provid govern see fake claim when winterfel realli need power suppli left fend dark armi dead If flood light instal wall castl mayb dothraki unsulli would us today but could instal flood light power suppli not winterfel armi viewer also suffer power situat We see go know whether belov charact safe even get see majest dragon properli winterfel right north power situat north imagin situat south alway ignor bjp congress spokesperson ad when ask congress provid power winterfel upa rule Mr surjewala said becaus need time summer the winter came nda rule spread dark everywher make electr necess meanwhil bjp spokesperson sambit patra react press confer say person go dinner winterfel show everyon everi govern facil insid castl,dark around winterfel expos PM modi claim 100 electrif congress,1
71,71,tiktok ban lift madra HC govt take credit job creation ban popular mobil app lift today take long govt take credit creat job countri sourc say jobless number saw sharp spike applic ban week back tiktok1 but today verdict job ad back mani reli app keep occupi heav sigh relief statist reveal verdict around 2 lakh job ad market drastic bring jobless number PM modi made mention app speak ralli darbangha today He said opposit parti keep question us where job I hope got befit repli today kam se kam laakh yuvaon ko tiktok se rozgaar mila hai aur mai vaada karta hu ki agar hamari sarkaar aayi toh yeh aankd aur bhi badheng A spokesperson bjp also reveal benefit tiktok user parti readi consid time spent app regular work experi mani loyal long time user app welcom decis tiktok kept occupi last coupl year It like placement agenc and news time spent tiktok count work experi true I easili use cover gap CV said engin graduat bengaluru,tiktok ban lift madra HC govt take credit job creation,1
72,72,india observ 76th anniversari quit india movement the 76th anniversari quit india movement observ across india august 8 2018 On day 1942 father nation mahatma gandhi gave famou clarion call Do die indian drive british away countri the movement also known august kranti diwa launch bombay session all india congress committe aicc height second world war mahatma gandhi draft resolut occas call british quit india the draft propos british agre demand massiv civil disobedi movement would launch,india observ 76th anniversari quit india movement,0
73,73,ayodhya land disput SC declin revisit 1994 judgment refer larger bench the suprem court septemb 27 2018 declin refer 1994 ismail farooqui judgment mosqu integr islam larger constitut bench In major verdict apex court bench head chief justic dipak misra said present case ayodhya land disput shall decid fact ismail farooqui judgment would impact justic ashok bhushan read major judgement behalf cji said court find context five judg deliv 1994 judgement,ayodhya land disput SC declin revisit 1994 judgment refer larger bench,0
74,74,aadhaar verdict suprem court uphold constitut valid aadhaar act the five judg constitut bench suprem court septemb 26 2018 upheld provis aadhaar act 4 1 major hear petit challeng constitut valid aadhaar target deliveri financi other subsidi benefit servic act 2016 Of five judg chief justic dipak misra justic A K sikri A M khanwilkar ashok bhushan valid provis aadhaar restrict justic D Y chandrachud held entir aadhar project unconstitut,aadhaar verdict suprem court uphold constitut valid aadhaar act,0
75,75,IT employe bengaluru seen road show fill self apprais form countri road show nowaday either leader organ roadshow one particip roadshow there third categori peopl india inspir PM modi IT employe bengaluru shwetank srivastava held road show file self apprais form shwetank huge fan follow among IT colleagu want show manag support crowd apprais process He also talk great thing compani last year get good apprais manag hi manag fact regist complaint HR depart violat modal code conduct apprais process It seen HR take action shwetank but accord secret sourc shwetank spent lot money gather crowd organ roadshow,IT employe bengaluru seen road show fill self apprais form,1
76,76,ajay devgn zubaan kesari poll booth accident get finger ink cast vote sourc say actor seen famou zubaan kesari pose cast vote place finger poll booth offici befor ajay could realiz mistak finger alreadi mark ink speak fake new chief offic booth said our staff probabl awe bollywood star could led momentari laps concentr We suspend offici and also request celeb keep brand associ outsid booth though EC might brush minor incid fan actor full prais stop express social media thi first time someth like happen independ india never seen two finger ink voter must say ajay set preced could elect commiss make mandatori voter get finger ink next elect remark die hard fan actor there differ critic actor promot paan masala poll booth the last thing done lousi two finger act thi akin trivial someth import vote EC take action said popular writer news analyst bar ajay gaff elect citi noth much report earlier day howev momentari scare poll booth bandra unidentifi drone seen hover later identifi tiger shroff come cast vote,ajay devgn zubaan kesari poll booth accident get finger ink cast vote,1
77,77,tamilrock leak elect result onlin final count say lok sabha elect lesser movi In past websit leak movi onlin radar author quit time but first time releas elect result fake new spoke admin websit condit anonym said these lok sabha elect less movi the drama polit fight constant remind good vs bad I tell better aveng endgam We alreadi data constitu went poll wait process get ad No revel made indic trend vote whether parti clear lead the news leak got mani polit parti anxiou even call elect commiss interven while speak ralli rahul gandhi said what kind govt they cannot even protect sanctiti elect process modiji chang chowkidaar plumber stop leak onlin new channel happi We prepar elect last 6 month our report took drama lesson ace ground report not mention effort put get exit opinion poll So one care predict these onlin pirat cannot come take away credit us like scream editor chief republictv arnab goswami,tamilrock leak elect result onlin final count say lok sabha elect lesser movi,1
78,78,sabarimala templ verdict suprem court allow entri women age the suprem court india septemb 28 2018 allow entri women sabarimala ayyappa templ kerala the apex court held women irrespect age right enter templ the cji held biolog physiolog reason cannot accept freedom faith the five judg constitut bench suprem court compris cji chief justic dipak misra justic rohinton nariman AM khanwilkar DY chandrachud indu malhotra struck rule 3 b kerala hindu place public worship authoris entri rule 1965 4 1 major,sabarimala templ verdict suprem court allow entri women age,0
79,79,prime minist narendra modi septemb 23 2018 launch flagship scheme pradhan mantri jan arogya yojana pmjay also known ayushman bharat nation health protect mission AB nhpm ayushman bharat govern sponsor health insur scheme provid free coverag Rs 5 lakh per famili per year govern even empanel privat hospit india launch aim help poor econom depriv scheme avail 10 74 crore beneficiari famili 50 crore indian citizen,PM modi launch pradhan mantri jan arogya yojana,0
80,80,section 377 verdict suprem court legalis homosexu partial strike section 377 A five judg constitut bench suprem court septemb 6 2018 decriminalis section 377 indian penal code ipc partial strike provis the bench compris chief justic dipak misra justic R F nariman A M khanwilkar D Y chandrachud indu malhotra rule section 377 extent criminalis sexual act consent adult whether homosexu hetrosexu unconstitut howev bestial continu offenc ani kind sexual activ anim shall remain penal offenc section 377 ipc,section 377 verdict suprem court legalis homosexu partial strike section 377,0
81,81,PM modi unveil world tallest statu statu uniti prime minist narendra modi octob 31 2018 unveil bronz statu india first deputi prime minist sardar vallabhbhai patel kevadia gujarat narmada district the statu uniti dedic iron man india construct river island call sadhu bet narmada river kevadiya town At 182 metr statu sardar vallabhbhai patel tallest statu world surpass height spring templ buddha china previous held record 153 metr,PM modi unveil world tallest statu statu uniti,0
82,82,pakistan tourism decid make giriraj singh brand ambassador the bharatiya janata parti bjp regularli publicli disassoci candid giriraj singh statement oppos parti prime ministeri candid narendra modi prepar go pakistan giriraj continu similar outburst sinc latest instanc threat come support prime minist patna ralli march 3 would deem anti nation even though end remain absent account ill health He speak Go pakistan almost 10 15 time day but pakistan tourism happi comment decid make brand ambassador pakistan tourism pakistan tourism look person constantli keep remind beauti place pakistan one visit least lifetim better giriraj giriraj fact natur without script also free cost actor charg lot brand ambassador giriraj commun yet but fake new report ask giriraj would feel pakistan brand ambassador say report Go pakistan,pakistan tourism decid make giriraj singh brand ambassador,1
83,83,alia ask polit question I use non polit interview PM akshay bollywood love affair prime minist narendra modi got tini bit tender day elect commiss ban screen biopic argu could skew play field modi sprang bollywood lace strateg surpris nation It came form 60 minut long interview bollywood actor akshay kumar label non polit interview PM In age everi indian talk debat polit difficult get non polit question but alia bhatt came rescu sometim back akshay alia discuss polit happen countri alia ask import question when akshay thought question made sens least polit sens thi got idea use question interview PM alia question relat whatsoev polit fact akshay record discuss noth alia said made polit sens apt question use non polit interview PM akshay promis given chanc also tri take question uday chopra tusshar kapoor bobbi deol,alia ask polit question I use non polit interview PM akshay,1
84,84,pledg vote bjp I broadcast aveng spoiler doordarshan tonight 8 PM narendra modi known shock countri 8 PM prime minist narendra modi issu warn anoth shock one ralli today darbhanga bihar speak huge ralli PM modi said everyon age 18 pledg vote bjp namo app els go reveal everi spoiler aveng endgam live nation TV tonight 8 PM there hour remain everyon make pledg while crowd ralli darbhanga understand modi talk threat sent shock wave among aveng fan onlin peopl request everyon know make pledg soon possibl speak ralli PM modi said neta Ji bose said give blood give freedom I say give vote I give spoiler and I seriou promis If want develop countri pledg vote bjp spoiler come day releas india At least 51 total elector pledg vote us 8 PM tonight spoiler everywher carri Mr modi said one thing peopl think pledg vote onlin vote parti later let remind amit shah team He record everyth know reveal spoiler next marvel movi without warn congress rais object threat elect commiss india confus whether come code conduct discuss issu senior bureaucrat come decis meanwhil sever peopl unawar aveng head straight atm hear PM modi may someth 8 PM tonight,pledg vote bjp I broadcast aveng spoiler doordarshan tonight 8 PM narendra modi,1
85,85,rafal combat aircraft everyth need know india septemb 2016 sign inter government agreement iga franc procur 36 rafal fighter jet fli away condit 7 8 billion introduc 2001 rafal twin engin canard delta wing multirol combat aircraft design built french compani dassault aviat the aircraft consid one potent combat jet global the fighter jet equip wide rang weapon intend perform air supremaci interdict aerial reconnaiss ground support depth strike anti ship strike nuclear deterr mission,rafal combat aircraft everyth need know,0
86,86,metoo movement union minist MJ akbar resign post sexual harass charg union minist state extern affair MJ akbar resign post octob 17 2018 sexual harass charg level sever women journalist wake metoo movement akbar resign came two day file crimin defam complaint delhi patiala hous court journalist priya ramani first put metoo alleg akbar follow ramani complaint mani 20 women came support priya ramani accus akbar sexual harass,metoo movement union minist MJ akbar resign post sexual harass charg,0
87,87,govern remov cbi director alok verma post appoint M nageshwar rao In dramat midnight action union govern octob 23 2018 remov cbi director alok verma post the decis taken appoint committe cabinet acc past midnight the committe also issu order appoint M nageshwar rao present work joint director cbi director central bureau investig cbi the decis came ongo tussl cbi chief alok verma special director rakesh asthana escal briberi alleg hurl earlier cbi divest asthana supervisori charg the bureau also ad five new section exist briberi fir lodg asthana,govern remov cbi director alok verma post appoint M nageshwar rao,0
88,88,capit punish india SC uphold constitut valid death penalti the suprem court novemb 28 2018 upheld constitut valid death penalti award life term imprison chhannu lal verma instead death penalti murder three person includ two women while deliv judgment three judg bench compris justic kurian joseph deepak gupta hemant gupta express differ opinion justic joseph say provis capit punish fail becom deterr two hold continu rarest rare case though three judg differ applic death penalti unanim commut reduc death sentenc chhannu lal verma,capit punish india SC uphold constitut valid death penalti,0
89,89,venkaiah naidu lay foundat stone dera baba nanak kartarpur sahib corridor mark new begin india pakistan relat vice presid M venkaiah naidu novemb 26 2018 laid foundat stone construct dera baba nanak kartarpur sahib road corridor indian side mann villag gurdaspur district punjab the corridor provid passag indian sikh pilgrim visit holi site gurudwara darbar sahib kartarpur pakistan the foundat stone laid presenc union minist road transport nitin gadkari union minist food process harsimrat kaur badal punjab chief minist captain amrind singh,venkaiah naidu lay foundat stone dera baba nanak kartarpur sahib corridor,0
90,90,all villag india electrifi PM narendra modi prime minist narendra modi april 29 2018 announc april 28 rememb histor day develop journey india day everi singl villag india electrifi the achiev came sever day deadlin set PM modi may 10 2018 achiev electrif un electrifi villag leisang villag central manipur senapati district last one receiv electr april 29 2018 deen dayal upadhyaya gram jyoti yojana ddugji,all villag india electrifi PM narendra modi,0
91,91,sunni deol contest gurudapur bjp promis replac hand pump constitu electr pump bollywood actor sunni deol join bjp contest gurdaspur punjab while speak media bjp headquart delhi actor said I happi part bjp everyth possibl develop constitu more specif I win foremost list would replac hand pump gurdaspur electr pump while elabor plan develop constitu sunni repli I uproot everi hand pump bare hand peopl gurdaspur trust dhai kilo ka haath sunni said expertis deal hand pump seen movi gadar ensur peopl gurdaspur get electr pump within 100 day win elect though resid gurdaspur happi sunni poll promis seem sceptic I vagu rememb someon say promis someth similar 100 day It 5 year word I sure sunni paaji would keep promis remark resid bjp howev confid sunni would asset parti who forget tareekh pe tareekh dialogu damini We need peopl like judici reform and also monologu border mathuradass set go home leav applic accept that could come handi motiv troop said nirmala sitharam meanwhil gurdaspur palpabl excit local parti worker hint sunni visit punjab campaign crowd alreadi gather local bjp offic catch glimps sunni they howev left disappoint local told sunni deol sunni leon,sunni deol contest gurudapur bjp promis replac hand pump constitu electr pump,1
92,92,kejriw meet raihan vadra miraya vadra discuss gathbandhan opportun 2029 elect the congress aap allianc seen like 2019 elect delhi never realli materi left kejriw strand partner elect He tri hard convinc rahul gandhi senior member congress parti vain kejriw said despit bitter rivalri favor tie congress remov narendra modi amit shah duo power feel biggest challeng countri but repeat effort string togeth coalit congress ne lagbhag mana kar diya but readi plan B He pretti sure come 2019 raihan vadra miraya vadra would presid congress parti make sens discuss opportun coalit right get convinc next 10 year kejriw soon visit hous Mr robert vadra sit draw room sofa till time raihan miraya meet It kind od dharna like one gave outsid LG hous delhi,kejriw meet raihan vadra miraya vadra discuss gathbandhan opportun 2029 elect,1
